Clave,Descripción,Unidad,Precio,Familia
MAOB-057,Puerta eucamixta de 0.91 x 2.12 mts. de la línea tambor de Montealbán.,pza,800.0965,MADERA Y CARPINTERÍA
MAOB-053,Puerta colonist bifold de 0.91 x 2.13 mts. de la línea Montealbán.,pza,493.4032,MADERA Y CARPINTERÍA
MAOB-058,Puerta eucalisa de 0.91 x 2.12 mts. de la línea tambor de Montealbán.,pza,1290.4374,MADERA Y CARPINTERÍA
MAOB-182,"Puerta interior LR-03, 0.35 X 0.90  X 2.13 mts. de maple con moldura cuadrada resaltada a dos caras, tablero plano 12 mm. línea recta Montealbán.",pza,1576.1805,MADERA Y CARPINTERÍA
MAOB-195,"Puerta interior LR-7H de 35 X 90 X 213 cms. de encino con retícula de mdf con canto oculto, acanalado horizontal en ambas caras a lo ancho de la puerta.",pza,1554.0212,MADERA Y CARPINTERÍA
MAOB-205,"Puerta interior LR-7H de 35 X 80 X 213 cms. de maple con retícula de mdf con canto oculto, acanalado horizontal en ambas caras.",pza,1585.8533,MADERA Y CARPINTERÍA
MAOB-207,"Puerta interior LR-7H de 35 X 90 X 213 cms. de chopo con retícula de mdf con canto oculto, acanalado horizontal en ambas caras.",pza,1527.8278,MADERA Y CARPINTERÍA
PIEU-151,Cuarto bocel en madera natural ébano.,ml,182.28,MADERA Y CARPINTERÍA
PIEU-110,Zoclo en madera natural nogal grosor de 1.7 mm x 7 cms. de alto.,ml,272.49,MADERA Y CARPINTERÍA
PIEU-144,Nariz de escalera en madera natural roble de 1.20 mts.,ml,324.57,MADERA Y CARPINTERÍA
PIMA-001,"Duela de ingeniería de encino americano de 6"" x 9/16"" de espesor y 1.11 mts. de largo, de la línea Inndeco.",m2,1158.78,MADERA Y CARPINTERÍA
PIMA-008,"Duela pre-acabada de tzalam selecta de 4 1/4"" de ancho x 3/4"" de espesor, de la línea Inndeco.",m2,1158.78,MADERA Y CARPINTERÍA
ASTE-0659,Manija aluminio vector con escudos dos rosetas XMVECAL fabricación Tesa.,pza,845.92,CERRAJERÍA
ASTE-0743,Cerradura institucional master baño XP3903 CM  fabricación Tesa.,pza,531.73,CERRAJERÍA
ASTE-0910,Cerrojo institucional 546 e-principal llave-mariposa X546/60 LP  fabricación Tesa.,pza,523.4,CERRAJERÍA
CMC-22295,"Cerradura pomo barrilete baño latón acabado natural 2603la, cerradura Tesa.",pza,98.4343,CERRAJERÍA
ASTE-0998,Cierrapuerta uso rudo 7500 689 sin retención XTE7500AL aluminio  fabricación Tesa.,pza,1726.64,CERRAJERÍA
ASTE-0951,Combo master 440 entrada llave-llave X440/4910/CMC  fabricación Tesa.,pza,621.952,CERRAJERÍA
ASTE-0888,Manija Eifel ac paso 10SXEIF26DXN  fabricación Tesa.,pza,717.7195,CERRAJERÍA
CMC-22337,"Cerradura ojo llave mariposa latón acabado natural 516la, cerradura Tesa.",pza,984.73,CERRAJERÍA
CMC-22543,"Cerradura eléctrica s/ botón izquierdo Te67860, cerradura Tesa.",pza,1043.7471,CERRAJERÍA
CMC-58935,"Cerradura pomo astra en-re izquierdo b.an xsas10bai, cerradura Tesa.",pza,547.7336,CERRAJERÍA
ASTE-0845,Manija Toledo serie x3 grado 2 baño X3T03/60/CMC  fabricación Tesa.,pza,532.456,CERRAJERÍA
ASYA-0677,Cerradura digital in touch c/cil AU E5361 626 (26D) cromo mate  fabricación Yale.,pza,8633.2,CERRAJERÍA
CMC-54710,"Cerrojo delfos doble b.ant xsde17ba, cerradura Tesa.",pza,384.2452,CERRAJERÍA
ASYA-0462,Cerrojo de seguridad adicional X506 CM 506 (residencial) cromo mate  fabricación Yale.,pza,123.848,CERRAJERÍA
ASTE-0367,Cerrojo solid delfo e-principal XSDE17NST6  fabricación Tesa,pza,705.12,CERRAJERÍA
ASTE-0991,Cierrapuerta CT 2000 hal aluminio XCT2000HAL  fabricación Tesa.,pza,613.816,CERRAJERÍA
ASTE-0279,Tope design cromo PH-T45CM10 fabricación Tesa.,pza,51.98,CERRAJERÍA
ASPH-0570,Tope magnético 1054 C BP cromo brillante blister pack fabricación Phillips.,pza,54.24,CERRAJERÍA
ASPH-0529,Resbalón 46 C cromo brillante  fabricación Phillips.,pza,58.76,CERRAJERÍA
ASPH-0557,Mirilla 200º C cromo brillante  fabricación Phillips.,pza,47.008,CERRAJERÍA
ASPH-0291,Candado de latón macizo 14 GL BP gancho largo blister pack  fabricación Phillips.,pza,232.49,CERRAJERÍA
CMC-19260,"Manija metálica c/logo 12-001, American Standard (refacciones).",pza,27.1539,CERRAJERÍA
CMC-19261,"Manija plástica cr. 12-280, American Standard (refacciones).",pza,69.5289,CERRAJERÍA
CMC-19262,"Manija heritage cr. 12-400, American Standard (refacciones).",pza,151.3296,CERRAJERÍA
CMC-22168,"Manija escorpión doble 140 cromo brillante, Internacional de Accesorios México.",pza,376.7194,CERRAJERÍA
ASTE-0413,Manija mare roseta cuadrada baño MAREC03CM  fabricación Tesa.,pza,1640.76,CERRAJERÍA
ASYA-0671,Gatillo para entrada principal New York xny llave/llave apollo XNY96017CMT60 cromo mate blister  fabricación Yale.,pza,1280.968,CERRAJERÍA
CMC-03007,"Manera regadera monticel pla/cr t3124pmc, marca Moen.",jgo,3357.03,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-03632,"Monomando lavabo Catania 9408ca-9 a inoxidable, marca Urrea.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-03649,"Monomando tin/reg Catania 9445ca-9 a inoxidable, marca Urrea.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-03701,"Mezcladora p/lavabo pared scala tipo cruceta cromada 20200921, marca Stanza.",pza,6748.74,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-18125,"Regadera bych 2295b9 acero inoxidable, catania, marca Urrea.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-19394,"Regadera plástico negra Sr-006-N, marca Helvex.",pza,125.1362,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-49290,"Regadera teléfono 3008bm cromada, marca Dica.",pza,760.78,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17226,"Fluxómetro para inodoro fig.2532, marca Urrea.",pza,3256.16,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17229,"Fluxómetro p/ming. palanca 1312, marca Urrea.",pza,2658.22,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17230,"Fluxómetro p/ming. pedal 1315, marca Urrea.",pza,2249.378,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17232,"Fluxómetro elec. pilas taza fig.2533, marca Urrea.",pza,4556.4538,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14870,"Lavabo s/poner griego blanco, Gabinetes Aldi.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14881,"Lavabo empotrar standard blanco, Gabinetes Aldi.",pza,1162.5,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14895,"Lavabo ártica de resina, Gabinetes Aldi.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-15108,"Lavabo cristal azul con céspol, marca Qually.",pza,5375.4,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-15115,"Lavabo mármol neo brillante blanco, marca Qually.",pza,7194.7778,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-15183,"Lavabo cerámico 19"" wasser lc-001, Vand.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14893,"Ovalín acero inoxidable, Gabinetes Aldi.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14282,"Espejo - gabinete c/luz 70 x 95 gamma, Mirage new d' brisol.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-14284,"Espejo -gabinete c/luz 63 x 95 vassari, Mirage new d' brisol.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-62113,"Inodoro de 1 pieza champion blanco 01492.020, marca American Standard.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-62146,"Inodoro de 1 pieza D.Flush Dubái con asiento blanco, marca Gireco.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-35580,"Inodoro de 2 piezas veleza df con asiento blanco 399802, marca Lamosa.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-15206,"Mingitorio Rienzi blanco, marca Anfora.",pza,1485.51,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-15209,"Mingitorio Verona blanco 3620 02, marca Lamosa.",pza,2620.31,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17000,"Mingitorio acero inoxidable 2.00 m, marca Aminox.",pza,5241.1434,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17718,"Porta rollo empotrar 3304 cromo, marca Urrea.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17749,"Porta rollo isy cromo 63.6301.21, Stanza.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17865,"Porta rollo innovex cuad11104-ai inoxidable, marca Helvex.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17896,"Porta rollo sencillo latón cr a140, marca Moen.",pza,408.608,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17082,"Accesorios tanzi 6 piezas t.20 cromo, marca Urrea.",jgo,1665.43,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17086,"Accesorios catania 5 piezas ca.20.9 acero inoxidable, marca Urrea.",jgo,2696.745,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17092,"Accesorios hábitat blanco 5 piezas, Hábitat.",jgo,154.5727,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17101,"Accesorios mallorca blanco 5 piezas, marca Anfora.",jgo,97.6885,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17119,"Accesorios 6 piezas blanco 3722 02, marca Lamosa.",jgo,183.8284,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17281,"Gancho doble 306, marca Urrea.",pza,0,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17289,"Gancho contemporáneo 9306 cromo, marca Urrea.",pza,178.27,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17298,"Gancho massimo ms. 06 cromo, marca Urrea.",pza,629.52,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17368,"Gancho sencillo oasis cromo 6106, marca Helvex.",pza,349.4186,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-17019,"Agarradera tina coh-19-1 cromo/dorado, marca Urrea.",pza,300.1958,"BAÑOS, MUEBLES Y ACCESORIOS"
MBPB-010,"Tina con relax incluye desagüe, línea clásica moderna plus de 167 x 91 x 45 cms. (largo, ancho, alto) con descansa brazos, para 1 persona, cap. de 230 lt.",pza,66798,"BAÑOS, MUEBLES Y ACCESORIOS"
MBPB-014,"Tina con relax incluye desagüe, línea clásica moderna plus de 152 x 120 x 45 cms. (largo, ancho, alto) con descansa brazos, para 2 personas, cap. de 280 lt.",pza,13402.7,"BAÑOS, MUEBLES Y ACCESORIOS"
CMC-02628,"Llave fregadero fig. 18ch cromo, marca Urrea.",pza,280.92,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-02629,"Llave fregadero fig. 18l cromo, marca Urrea.",pza,115.89,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-03654,"Monomando fregadero nemo 9422ne-9 a inoxidable, marca Urrea.",pza,0,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-04066,"Monomando fregadero e-36 cromo, marca Helvex.",pza,5487.75,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16761,"Cocina int. económica ec54 1.50, marca Mygmesa.",pza,6558.4974,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16762,"Cocina int. Italia it54 1.50, marca Mygmesa.",pza,8101.6028,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16763,"Cocina int. casablanca cb73 1.80, marca Mygmesa.",pza,9060.7016,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16765,"Cocina int. navarra na73 2.20, marca Mygmesa.",pza,12072.3211,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16767,"Parrilla mabe 1c3011n negro, marca Vinca.",pza,3363.1738,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16775,"Gabinete p/fregadero .85 izquierdo blanco, marca Inmecha.",pza,596.3349,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16776,"Gabinete p/fregadero 1.05 derecho blanco, marca Inmecha.",pza,705.1426,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16778,"Base fregadero s/cub bfi .85 derecho encino, marca Inmecha.",pza,1000.1743,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16780,"Base fregadero s/cub bfi 102 derecho encino, marca Inmecha.",pza,1130.9379,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16783,"Gabinete de acero Ibiza tarja blanco, derecho, 80 x 50 cms. marca Mygmesa.",pza,1415.7657,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16789,"Gabinete de acero inoxidable con tarja color blanco, derecho, 100 x 50 cms. marca Mygmesa.",pza,1654.546,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16795,"Gabinete de acero inoxidable con tarja, color blanco, 137 x 53 cms. marca Mygmesa.",pza,2793.7329,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16800,Tarja acero inoxidable c 100 con tarja 51 x 48 cms. marca EB-Técnica.,pza,1402.34,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16803,Tarja doble inoxidable c 110 con tarja 84 x 56 cms. marca EB-Técnica.,pza,2049.61,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16812,Tarja inoxidable c-251 izq. 144 x 54 cms. marca EB-Técnica.,pza,1479.8,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16829,"Tarja Ibiza blanca, vinca 100 92 x 52 cms. marca Vinca.",pza,2547.1217,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16849,"Tarja Ibiza blanco, ibem-100 41 x 50 cms. marca Vinca.",pza,1429.1336,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16854,"Tarja Ibiza almendra, ibem-200 49 x 51 cms. marca Vinca.",pza,1586.3957,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16889,"Triturador in-sink 75 c/switch, marca Nutone.",pza,6953.1725,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16954,"Extractor e-style 120 2mu7233 elicent, marca Datalink.",pza,774.7732,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16958,"Extractor centrífugo flux 100 2fx1073, marca Datalink.",pza,707.2331,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16959,"Extractor ministyle 2mi4005 elicent, marca Datalink.",pza,368.0975,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16968,"Extractor aire 808, marca Nutone.",pza,559.7116,"COCINAS, MUEBLES Y ACCESORIOS"
CMC-16987,"Interceptor para grasa ig-10, marca Helvex.",pza,3616.7232,"COCINAS, MUEBLES Y ACCESORIOS"
BELA-301,Tierra vegetal.,m3,502.2,JARDINERÍA
BELA-302,Tierra negra.,m3,502.2,JARDINERÍA
BELA-004,Árbol laurel de 1.20 mts de altura.,pza,146.9,JARDINERÍA
BELA-013,"Árbol grevillea de 2.00 a 2.50 mts de altura y 1"" de fuste",pza,169.5,JARDINERÍA
BELA-014,Árbol acacia mimosa de 2 mts de altura.,pza,339,JARDINERÍA
BELA-201,Árbol cipres blanqueado de 2.50 mts de altura y 6 cms de diámetro.,pza,621.5,JARDINERÍA
BELA-206,Árbol ciprés dorado de 1.00 m de altura.,pza,508.5,JARDINERÍA
BELA-208,Árbol fresno de 4.00 mts de altura y 10 cms de diámetro.,pza,4520,JARDINERÍA
BELA-001,Arbusto marginata de 1.20 mts de altura.,pza,73.45,JARDINERÍA
BELA-015,Arbusto bougambilia de 1.00 m.,pza,180.8,JARDINERÍA
BELA-101,Palma zica de 1.50 mts de diámetro.,pza,2260,JARDINERÍA
BELA-102,Palma rafis de 1.20 mts de altura.,pza,113,JARDINERÍA
BELA-104,Palma areca de 2.00 mts de altura en maceta de plástico.,pza,169.5,JARDINERÍA
BELA-105,"Palma yuca maceta de 4´, 20 cms de altura y 4 cms de diámetro del tallo aproximadamente.",pza,565,JARDINERÍA
BELA-106,Palma pata de elefante de 1.00 m de altura.,pza,565,JARDINERÍA
BELA-108,Palma robelina de 1.00 m de altura.,pza,678,JARDINERÍA
BELA-107,Palo de Brasil de 1.00 m de altura.,pza,33.9,JARDINERÍA
BELA-303,Semilla de pasto tipo ingles.,kg,56.5,JARDINERÍA
BELA-304,Semilla de pasto.,kg,56.5,JARDINERÍA
BELA-305,Pasto en rollo San Agustin tipo alfombra.,m2,44.64,JARDINERÍA
BELA-306,Pasto en rollo tipo kikuyo.,m2,44.64,JARDINERÍA
HEMN-118,"Cimbra metálica modular, pieza de 1.50 x 0.45 (en contrato por 30 días mínimo).",rent/d,3.2092,ANDAMIOS Y CIMBRAS
HEMN-119,"Cimbra metálica modular, pieza de 1.00 x 0.35 (en contrato por 30 días mínimo).",rent/d,3.2092,ANDAMIOS Y CIMBRAS
HEMN-120,Torre de trabajo de 2 mts. de alto con ruedas.,rent/d,27.0974,ANDAMIOS Y CIMBRAS
HEMN-121,Torre de trabajo de 2 mts. de alto sin ruedas.,rent/d,27.0974,ANDAMIOS Y CIMBRAS
HEMN-122,Marco (en contrato por 30 días mínimo).,rent/d,2.5877,ANDAMIOS Y CIMBRAS
HEMN-123,Cruceta (en contrato por 30 días mínimo).,rent/d,3.2092,ANDAMIOS Y CIMBRAS
HEMN-124,Plataforma (en contrato por 30 días mínimo).,rent/d,3.2431,ANDAMIOS Y CIMBRAS
HEMN-125,Bases planas (1) (en contrato por 30 días mínimo).,rent/d,3.2092,ANDAMIOS Y CIMBRAS
HEMN-126,Ruedas (1) (en contrato por 30 días mínimo).,rent/d,3.2318,ANDAMIOS Y CIMBRAS
CAU-001,Separador tipo moño de 10 cms de largo marca Consorcio de andamiaje universal.,pza,14.88,ANDAMIOS Y CIMBRAS
CAU-003,Separador tipo moño de 15 cms de largo marca Consorcio de andamiaje universal.,pza,13.51,ANDAMIOS Y CIMBRAS
CAU-004,Separador tipo moño de 20 cms de largo marca Consorcio de andamiaje universal.,pza,13.51,ANDAMIOS Y CIMBRAS
CAU-006,Separador tipo moño de 30 cms de largo marca Consorcio de andamiaje universal.,pza,14.67,ANDAMIOS Y CIMBRAS
CAU-010,Separador tipo moño de 50 cms de largo marca Consorcio de andamiaje universal.,pza,16.13,ANDAMIOS Y CIMBRAS
CAU-014,Separador tipo moño de 70 cms de largo marca Consorcio de andamiaje universal.,pza,18.74,ANDAMIOS Y CIMBRAS
CAU-020,Separador tipo moño de 100 cms de largo marca Consorcio de andamiaje universal.,pza,21.47,ANDAMIOS Y CIMBRAS
CAU-024,Separador tipo moño de 120 cms de largo marca Consorcio de andamiaje universal.,pza,19.097,ANDAMIOS Y CIMBRAS
